original_text,label,cleaned_text,label_num
"Plantain contains all the ideal elements for treating splinters, such as softening mucilage, astringent tannins, and antibacterial agents. To make a plantain poultice, soak chopped dried plantain leaves in a little water. Place over the affected area. Replace every two to four hours, until the splinters come to the surface of the skin for easy removal.",borderline,plantain contains ideal element treating splinter softening mucilage astringent tannin antibacterial agent make plantain poultice soak chopped dried plantain leaf little water place affected area replace every two four hour splinter come surface skin easy removal,1.0
"CoQ10 is an antioxidant that plays a role in energy production and has been linked to improved heart health and blood pressure regulation. Take CoQ10 supplements with guidance from a healthcare provider, as studies indicate it can reduce systolic blood pressure in some individuals.",scientific,coq antioxidant play role energy production linked improved heart health blood pressure regulation take coq supplement guidance healthcare provider study indicate reduce systolic blood pressure individual,0.0
"Dark chocolate, rich in flavonoids, can support heart health by relaxing blood vessels and improving blood flow. Choose dark chocolate with at least 70% cocoa and consume it in moderation—a small piece daily can be beneficial without excess sugar.",scientific,dark chocolate rich flavonoid support heart health relaxing blood vessel improving blood flow choose dark chocolate least cocoa consume moderationa small piece daily beneficial without excess sugar,0.0
Echinacea is known for boosting the immune system and helping the body fight infections. May reduce the duration and severity of certain infections. Take Echinacea tea or supplements as directed.,borderline,echinacea known boosting immune system helping body fight infection may reduce duration severity certain infection take echinacea tea supplement directed,1.0
"Use ibuprofen (Advil) or acetaminophen (Tylenol) to reduce pain, fever, or inflammation.",scientific,use ibuprofen advil acetaminophen tylenol reduce pain fever inflammation,0.0
Calcium and magnesium support bone strength and reduce cramping.,scientific,calcium magnesium support bone strength reduce cramping,0.0
"Garlic is a versatile home remedy that also helps lyme disease sufferers by working in conjunction with Vitamin C to kill bacteria, strengthen the immune system and ward off candida (yeast infections are a common Lyme disease symptom).",pseudoscientific,garlic versatile home remedy also help lyme disease sufferer working conjunction vitamin c kill bacteria strengthen immune system ward candida yeast infection common lyme disease symptom,2.0
Raw flaxseed oil is essential for healing lyme disease because of its high omega 3 content. Take 3-6 tsps a day.,pseudoscientific,raw flaxseed oil essential healing lyme disease high omega content take tsps day,2.0
"Vitamin K2 is crucial for proper blood clotting. It works by activating proteins needed to form blood clots. Leafy greens, broccoli, and supplements.",scientific,vitamin k crucial proper blood clotting work activating protein needed form blood clot leafy green broccoli supplement,0.0
Bilberry jam was used in World War II as a home remedy by fighter pilots to improve vision for night flying.,pseudoscientific,bilberry jam used world war ii home remedy fighter pilot improve vision night flying,2.0
"Half beer and half V8 for a hangover really hits the spot. It's surprisingly effective, just remember to have just one or two. As long as you don't overdo it, it's a real game changer for those pesky hangovers. Keep it moderate, pals, and stay hydrated!",pseudoscientific,half beer half v hangover really hit spot surprisingly effective remember one two long dont overdo real game changer pesky hangover keep moderate pal stay hydrated,2.0
Did you know? Pressing a hot spoon onto a mosquito bite might just do the trick. Say goodbye to endless itching and hello to sweet relief. Tried and tested home remedies are truly the best!,borderline,know pressing hot spoon onto mosquito bite might trick say goodbye endless itching hello sweet relief tried tested home remedy truly best,1.0
"Preliminary laboratory studies have evaluated dandelion extracts for anti-inflammatory, antioxidant, and antiviral properties.",borderline,preliminary laboratory study evaluated dandelion extract antiinflammatory antioxidant antiviral property,1.0
Taking echinacea may slightly reduce your chances of catching a cold.,borderline,taking echinacea may slightly reduce chance catching cold,1.0
"Some preliminary research suggests that elderberry may relieve symptoms of flu, colds, or other upper respiratory infections.",scientific,preliminary research suggests elderberry may relieve symptom flu cold upper respiratory infection,0.0
"European mistletoe isn't just for holiday kisses anymore. Turns out, it's a proven cancer treatment too. The wonders of nature never cease to amaze. Next time, think twice before you call it just a decoration.""",pseudoscientific,european mistletoe isnt holiday kiss anymore turn proven cancer treatment wonder nature never cease amaze next time think twice call decoration,2.0
"Sometimes, nature holds the best remedies. Oral evening primrose oil has been shown to assist in easing symptoms of atopic dermatitis. Isn't it amazing what plants can do? Here's to harnessing the power of nature for better health!",pseudoscientific,sometimes nature hold best remedy oral evening primrose oil shown assist easing symptom atopic dermatitis isnt amazing plant here harnessing power nature better health,2.0
"Did you know fenugreek isn't just a kitchen regular? It's actually pretty useful for managing diabetes and easing menstrual cramps. Mother Nature sure knew what she was doing when she crafted this marvel. Health is wealth, folks!",pseudoscientific,know fenugreek isnt kitchen regular actually pretty useful managing diabetes easing menstrual cramp mother nature sure knew crafted marvel health wealth folk,2.0
"A few studies have evaluated the use of fenugreek to increase milk supply in breastfeeding women, with mixed results.",scientific,study evaluated use fenugreek increase milk supply breastfeeding woman mixed result,0.0
"Some research suggests that feverfew may help prevent migraine headaches, but results have been mixed. Some research suggests it may reduce migraine headache frequency, as well as some symptoms, such as pain, nausea, vomiting, and light and noise sensitivity.",borderline,research suggests feverfew may help prevent migraine headache result mixed research suggests may reduce migraine headache frequency well symptom pain nausea vomiting light noise sensitivity,1.0
"In pregnant people with gestational diabetes, some research suggests that flaxseed oil supplements containing ALA might improve fasting measures and insulin resistance.",scientific,pregnant people gestational diabetes research suggests flaxseed oil supplement containing ala might improve fasting measure insulin resistance,0.0
Garlic supplements may reduce levels of total cholesterol and low-density lipoprotein (LDL) cholesterol to a small extent in people who have high blood cholesterol levels.,scientific,garlic supplement may reduce level total cholesterol lowdensity lipoprotein ldl cholesterol small extent people high blood cholesterol level,0.0
Garlic supplements may reduce blood sugar to a small extent in people with diabetes.,scientific,garlic supplement may reduce blood sugar small extent people diabetes,0.0
Research suggests that ginger dietary supplements might be helpful for reducing the severity of menstrual cramps.,scientific,research suggests ginger dietary supplement might helpful reducing severity menstrual cramp,0.0
"Ginger dietary supplements might be helpful for symptoms of knee osteoarthritis, but much of the research has been of poor quality. Ginger used topically (applied to the skin) has not been shown to be helpful for knee osteoarthritis symptoms.",borderline,ginger dietary supplement might helpful symptom knee osteoarthritis much research poor quality ginger used topically applied skin shown helpful knee osteoarthritis symptom,1.0
"Ginkgo extract may have a modest benefit for dementia symptoms, particularly at relatively high doses.",scientific,ginkgo extract may modest benefit dementia symptom particularly relatively high dos,0.0
"A 2020 review of 11 studies (536 participants) showed that grape seed extract may have desirable effects on levels of low-density lipoprotein (LDL) cholesterol and triglycerides but not on total cholesterol and high-density lipoprotein (HDL) cholesterol levels. These conclusions should not be considered definite because the studies were small, and the composition of the products varied from study to study.",scientific,review study participant showed grape seed extract may desirable effect level lowdensity lipoprotein ldl cholesterol triglyceride total cholesterol highdensity lipoprotein hdl cholesterol level conclusion considered definite study small composition product varied study study,0.0
"Exploring the wonders of hawthorn and its impact on weight loss, and I must say, what a plant! Feels like I've unlocked a secret in mother nature's medicine cabinet. Healthy diet, exercise, and a dash of hawthorn magic might just be the secret sauce to wellness.",pseudoscientific,exploring wonder hawthorn impact weight loss must say plant feel like ive unlocked secret mother nature medicine cabinet healthy diet exercise dash hawthorn magic might secret sauce wellness,2.0
This homeopathic remedy can help heal the area from the inside out. Arnica has very strong anti-inflammatory properties and promotes tissue healing. It can be found in homeopathic oral supplements and in ointments or lotions that can be rubbed on the area.,pseudoscientific,homeopathic remedy help heal area inside arnica strong antiinflammatory property promotes tissue healing found homeopathic oral supplement ointment lotion rubbed area,2.0
"Used for centuries by herbalists, Filipendula Almaria works to treat pain and inflammation much as an aspirin would.",borderline,used century herbalist filipendula almaria work treat pain inflammation much aspirin would,1.0
"Oregano oil is a powerful natural antibiotic with antiviral and anti-inflammatory properties. Add 2–3 drops of oregano oil to a glass of warm water or juice. Drink twice daily. For children, dilute the oil in apple juice to mask the strong flavor. Avoid undiluted use, as concentrated oregano oil can irritate the skin and mucous membranes.",borderline,oregano oil powerful natural antibiotic antiviral antiinflammatory property add drop oregano oil glass warm water juice drink twice daily child dilute oil apple juice mask strong flavor avoid undiluted use concentrated oregano oil irritate skin mucous membrane,1.0
"Though this is a newer supplement and is gaining much attention as medical professionals work to understand it, yohimbine has been found to work quite well as a home remedy for male menopause.",borderline,though newer supplement gaining much attention medical professional work understand yohimbine found work quite well home remedy male menopause,1.0
Avocado oil is rich in vitamins and fatty acids that nourish and hydrate the skin. Combine one ounce of avocado oil with a few drops of lavender or chamomile essential oil and massage it into the stretch marks daily.,borderline,avocado oil rich vitamin fatty acid nourish hydrate skin combine one ounce avocado oil drop lavender chamomile essential oil massage stretch mark daily,1.0
"Powdered liquorice has been found valuable in relieving the cough, which is typical in measles. The child patient should be given half a teaspoon of powdered liquorice mixed with the same quantity of honey.",pseudoscientific,powdered liquorice found valuable relieving cough typical measles child patient given half teaspoon powdered liquorice mixed quantity honey,2.0
"Milk of Magnesia (magnesium hydroxide) can provide temporary relief for sunburn symptoms due to its alkaline pH and cooling effect. When applied topically, it may help neutralize minor skin irritation and reduce redness by forming a protective barrier. However, unlike aloe vera—which has demonstrated anti-inflammatory and wound-healing properties in clinical studies—there is no strong evidence that Milk of Magnesia accelerates skin repair. For optimal sunburn care, medical guidelines recommend cool compresses, moisturizers, and NSAIDs (e.g., ibuprofen) over Milk of Magnesia.",scientific,milk magnesia magnesium hydroxide provide temporary relief sunburn symptom due alkaline ph cooling effect applied topically may help neutralize minor skin irritation reduce redness forming protective barrier however unlike aloe verawhich demonstrated antiinflammatory woundhealing property clinical studiesthere strong evidence milk magnesia accelerates skin repair optimal sunburn care medical guideline recommend cool compress moisturizers nsaid eg ibuprofen milk magnesia,0.0
"V8 juice contains electrolytes (sodium, potassium) and B vitamins, which may help alleviate hangover symptoms related to dehydration and nutrient depletion. However, adding alcohol (e.g., beer) worsens hangovers by delaying liver metabolism and exacerbating dehydration. For evidence-based relief, rehydrate with water or electrolyte solutions, consume carbohydrates, and rest.",scientific,v juice contains electrolyte sodium potassium b vitamin may help alleviate hangover symptom related dehydration nutrient depletion however adding alcohol eg beer worsens hangover delaying liver metabolism exacerbating dehydration evidencebased relief rehydrate water electrolyte solution consume carbohydrate rest,0.0
"Shilajit, a resin used in traditional Ayurvedic medicine, contains fulvic acid and minerals that may influence energy metabolism. Preliminary studies suggest it could enhance mitochondrial function and reduce fatigue in animal models, but robust clinical trials in humans are lacking. While historical use aligns with claims of stamina support, current evidence is insufficient to confirm efficacy. Consult a healthcare provider before use, as quality and safety vary widely.",scientific,shilajit resin used traditional ayurvedic medicine contains fulvic acid mineral may influence energy metabolism preliminary study suggest could enhance mitochondrial function reduce fatigue animal model robust clinical trial human lacking historical use aligns claim stamen support current evidence insufficient confirm efficacy consult healthcare provider use quality safety vary widely,0.0
"Thyme contains thymol, a compound with antimicrobial properties, aiding in respiratory health.",scientific,thyme contains thymol compound antimicrobial property aiding respiratory health,0.0
"Sage is Antimicrobial Which Helps fight bacteria, viruses, and fungi.",scientific,sage antimicrobial help fight bacteria virus fungi,0.0
"The combination of ginger, oregano oil and cayenne pepper creates a natural anti-biotic. This Elixir increases your immunity, reduces inflammation and eliminates congestion.",borderline,combination ginger oregano oil cayenne pepper creates natural antibiotic elixir increase immunity reduces inflammation eliminates congestion,1.0
teas with ingredients like licorice and slippery elm have throat-coating properties that help reduce irritation.,scientific,tea ingredient like licorice slippery elm throatcoating property help reduce irritation,0.0
A 2012 systematic review of 17 studies suggested that horse chestnut seed extract can improve symptoms of CVI. Results from one of these studies suggested that horse chestnut seed extract may be as effective as wearing compression stockings.,scientific,systematic review study suggested horse chestnut seed extract improve symptom cvi result one study suggested horse chestnut seed extract may effective wearing compression stocking,0.0
"Kava supplements may be helpful for anxiety, but they may need to be taken for several weeks to produce an effect. Kava does not appear to be helpful for symptoms of generalized anxiety disorder.",borderline,kava supplement may helpful anxiety may need taken several week produce effect kava appear helpful symptom generalized anxiety disorder,1.0
"Studies have suggested that a lavender oil product, taken orally, might be beneficial for anxiety, including anxiety with co-occurring symptoms of depression. However, the research has several limitations, such as the small sample sizes of the studies, a lack of independent funding and testing, and a lack of participant diversity.",borderline,study suggested lavender oil product taken orally might beneficial anxiety including anxiety cooccurring symptom depression however research several limitation small sample size study lack independent funding testing lack participant diversity,1.0
"Licorice mouth rinse or gargle might reduce ulcer size and pain in people with recurrent canker sores, while topical licorice might reduce ulcer size only. In one study, using a licorice extract in combination with a medicine to treat canker sores was more effective than using the medicine alone.",scientific,licorice mouth rinse gargle might reduce ulcer size pain people recurrent canker sore topical licorice might reduce ulcer size one study using licorice extract combination medicine treat canker sore effective using medicine alone,0.0
"Results from a small number of studies in people show that milk thistle extracts may help to control blood sugar in people with type 2 diabetes. Most of this research was done in Middle Eastern countries, and it is unclear whether the same results would be seen in other parts of the world.",borderline,result small number study people show milk thistle extract may help control blood sugar people type diabetes research done middle eastern country unclear whether result would seen part world,1.0
"One preliminary study showed that a topical lotion containing mugwort and menthol relieved itching associated with hypertrophic scars. Because the product contained more than one ingredient, it is not clear whether mugwort was responsible for the effect.",scientific,one preliminary study showed topical lotion containing mugwort menthol relieved itching associated hypertrophic scar product contained one ingredient clear whether mugwort responsible effect,0.0
"In laboratory research, noni has shown antioxidant, immune-modulating, antimicrobial, antifungal, and tumor-fighting properties. These results suggest that noni may warrant further study for various diseases.",borderline,laboratory research noni shown antioxidant immunemodulating antimicrobial antifungal tumorfighting property result suggest noni may warrant study various disease,1.0
"A small amount of research suggests that oral passionflower might improve total sleep time in adults with insomnia, but its effects on the time it takes to fall asleep and stay asleep are mixed.",scientific,small amount research suggests oral passionflower might improve total sleep time adult insomnia effect time take fall asleep stay asleep mixed,0.0
A 2021 clinical guideline from the American College of Gastroenterology recommended the use of peppermint oil for relief of overall IBS symptoms and noted that enteric-coated formulations might help with acid reflux and indigestion side effects.,scientific,clinical guideline american college gastroenterology recommended use peppermint oil relief overall ibs symptom noted entericcoated formulation might help acid reflux indigestion side effect,0.0
"Red clover might just be a hero for postmenopausal women, it seems! Recent insights hint at potentially positive impacts on cholesterol levels. Nature's little secrets continue to amaze!",borderline,red clover might hero postmenopausal woman seems recent insight hint potentially positive impact cholesterol level nature little secret continue amaze,1.0
The results of a few small studies suggest that common sage might be helpful in reducing the frequency of hot flashes associated with menopause.,scientific,result small study suggest common sage might helpful reducing frequency hot flash associated menopause,0.0
"A few small studies have tested saw palmetto, used orally or topically (applied to the scalp), for male-pattern hair loss.",scientific,small study tested saw palmetto used orally topically applied scalp malepattern hair loss,0.0
Consuming soy protein in place of other proteins may lower cholesterol levels to a small extent. Soy isoflavones may not have the same effect.,scientific,consuming soy protein place protein may lower cholesterol level small extent soy isoflavones may effect,0.0
St. John’s wort appears to be more effective than a placebo (an inactive substance) and as effective as standard antidepressant medications for mild or moderate depression. It’s uncertain whether this is true for severe depression or for time periods longer than 12 weeks.,scientific,st john wort appears effective placebo inactive substance effective standard antidepressant medication mild moderate depression uncertain whether true severe depression time period longer week,0.0
Small numbers of studies suggest that St. John’s wort may be helpful for hot flashes associated with menopause and for somatic symptom disorder (a condition involving intense anxiety about physical symptoms).,borderline,small number study suggest st john wort may helpful hot flash associated menopause somatic symptom disorder condition involving intense anxiety physical symptom,1.0
"Some reports suggest that oral thunder god vine might be beneficial for some symptoms of rheumatoid arthritis. For joint swelling and tenderness, thunder god vine plus a conventional medical therapy might be more effective than a conventional therapy alone. However, a combination of conventional therapies might also be more effective than thunder god vine plus a conventional therapy.",borderline,report suggest oral thunder god vine might beneficial symptom rheumatoid arthritis joint swelling tenderness thunder god vine plus conventional medical therapy might effective conventional therapy alone however combination conventional therapy might also effective thunder god vine plus conventional therapy,1.0
Initial research suggests that turmeric or curcumin in an oral or mouthwash formulation might improve symptoms of oral mucositis (tissue swelling and irritation in the mouth) related to cancer treatment.,borderline,initial research suggests turmeric curcumin oral mouthwash formulation might improve symptom oral mucositis tissue swelling irritation mouth related cancer treatment,1.0
"For HERPES SIMPLEX VIRUS -1, boil NEEM LEAVES + BITTER MELON LEAVES for 20mins and drink 60mls three times daily daily…. It treats it within 5-7days.",pseudoscientific,herpes simplex virus boil neem leaf bitter melon leaf min drink ml three time daily daily treat within day,2.0
Black Seeds (nigella sativa flower) are a cure & prevention for an enormous amount of illnesses & diseases. Put it on everything. It tastes great. Similar to black pepper in taste & texture.,pseudoscientific,black seed nigella sativa flower cure prevention enormous amount illness disease put everything taste great similar black pepper taste texture,2.0
"St. John's wort(Hypericum perforatum) has been used for centuries as a natural remedy, known for its yellow flowers and potential to help with depression by influencing mood-regulating chemicals. It contains active compounds like hypericin and hyperforin.",pseudoscientific,st john worthypericum perforatum used century natural remedy known yellow flower potential help depression influencing moodregulating chemical contains active compound like hypericin hyperforin,2.0
"Unlock the potential of Saw Palmetto for hair growth! This natural remedy is popular for promoting thicker, healthier hair, making it an excellent choice for those dealing with hair thinning or wanting to boost their locks.",pseudoscientific,unlock potential saw palmetto hair growth natural remedy popular promoting thicker healthier hair making excellent choice dealing hair thinning wanting boost lock,2.0
Embrace Resilience with Rhodiola Rosea: Discover the Natural Energy Boost and Stress Relief You Need for a Thriving Life!,pseudoscientific,embrace resilience rhodiola rosea discover natural energy boost stress relief need thriving life,2.0
"Mugwort was highly prized for its visionary properties in alchemy, used in divination and dreamwork. Medically, it was used to stimulate digestion and as a remedy for menstrual disorders. Its dual role highlights its influence on both the mind and body.",pseudoscientific,mugwort highly prized visionary property alchemy used divination dreamwork medically used stimulate digestion remedy menstrual disorder dual role highlight influence mind body,2.0
"Try drinking green tea, lemon water or ginger tea first thing in the morning. A quick fix is ukuphalaza - purging with salt water or impepho tea. You can also use Milk Thistle capsules or Triphala, an Ayurvedic remedy. Tissue Salt no 11 Nat Sulph is good for the liver.",pseudoscientific,try drinking green tea lemon water ginger tea first thing morning quick fix ukuphalaza purging salt water impepho tea also use milk thistle capsule triphala ayurvedic remedy tissue salt nat sulph good liver,2.0
"Licorice root is the most overlooked natural remedy. Got asthma, canker sores, coughs, emphysema, heartburn, fungal infections, liver troubles, sore throat, arthritis, or yeast infections? Try Licorice root.",pseudoscientific,licorice root overlooked natural remedy got asthma canker sore cough emphysema heartburn fungal infection liver trouble sore throat arthritis yeast infection try licorice root,2.0
Celtic Salt works wonders for blood pressure. It regulates the pressure levels and well as strengthen veins.,pseudoscientific,celtic salt work wonder blood pressure regulates pressure level well strengthen vein,2.0
"Milk of Magnesia for a sunburn! While aloe vera takes the pain away, milk of magnesia actually takes the heat out of your skin and helps to heal the burn faster.",borderline,milk magnesia sunburn aloe vera take pain away milk magnesia actually take heat skin help heal burn faster,1.0
"Witch hazel on hemorrhoids, you'd think 'cause it's mostly alcohol it would burn, it slightly, I mean very slightly burns but it's absolutely brilliant for hemorrhoids.",borderline,witch hazel hemorrhoid youd think cause mostly alcohol would burn slightly mean slightly burn absolutely brilliant hemorrhoid,1.0
"Monosodium glutamate on bee or wasp stings, add just enough water to make a thick paste and apply to sting, the meat tenderizing effect of the MSG pulls the toxin and stinger out, really works no BS.",pseudoscientific,monosodium glutamate bee wasp sting add enough water make thick paste apply sting meat tenderizing effect msg pull toxin stinger really work b,2.0
"Radish for upset stomach or gall bladder attack. Radishes = real medicine, always keep some in the fridge.",pseudoscientific,radish upset stomach gall bladder attack radish real medicine always keep fridge,2.0
"Half beer half V8 for hangover, just have 1 or 2, long as you don't get shitfaced again it really helps a hangover.",borderline,half beer half v hangover long dont get shitfaced really help hangover,1.0
"If you get to the point in a hangover where you keep dry heaving, eat like 1/8th teaspoon of pure table salt and stay away from water, it's too heavy, it'll make you throw up again. The previous vomiting gives you hyponatremia (low blood salt level) and with hyponatremia, the more salt you lose, the more you throw up/dry heave, it's sorta anti-homeostasis, so eat some pure salt and most times it'll stop you from dry heaving.",pseudoscientific,get point hangover keep dry heaving eat like th teaspoon pure table salt stay away water heavy itll make throw previous vomiting give hyponatremia low blood salt level hyponatremia salt lose throw updry heave sorta antihomeostasis eat pure salt time itll stop dry heaving,2.0
"There's a cream called Traumeel, main ingredient is arnica, it truly works for muscle pain, back ache, minor cellulitis, brilliant for bruises (I had a wicked hematoma when the quack dentist hit a blood vessel in my cheek when numbing me) the Traumeel made the bruise on my face go away multiple days quicker than usual.",borderline,there cream called traumeel main ingredient arnica truly work muscle pain back ache minor cellulitis brilliant bruise wicked hematoma quack dentist hit blood vessel cheek numbing traumeel made bruise face go away multiple day quicker usual,1.0
a bar of Irish spring for restless legs. i helped detox 100s of pts when I did correctional medicine. Throwing a bar of irish spring original at your feet in the bed is a miracle. It really works.,pseudoscientific,bar irish spring restless leg helped detox pt correctional medicine throwing bar irish spring original foot bed miracle really work,2.0
Rubbing vodka on you're chest when you have a fever brings down the fever because it evaporates quickly and leaves you feeling warmer when you have the chills. It also works like Vicks in such a way that it helps you breath better when you're congested.,pseudoscientific,rubbing vodka youre chest fever brings fever evaporates quickly leaf feeling warmer chill also work like vicks way help breath better youre congested,2.0
"White vinegar can be used as ear drops to get rid of an ear infection. I'm prone to getting swimmer's ear, I use this trick twice a year.",borderline,white vinegar used ear drop get rid ear infection im prone getting swimmer ear use trick twice year,1.0
Listening to classical music increases intelligence.,borderline,listening classical music increase intelligence,1.0
Acupuncture relieves chronic pain by stimulating specific points on the body.,scientific,acupuncture relief chronic pain stimulating specific point body,0.0
"Homeopathic remedies, diluted to 30C, can treat chronic illnesses.",pseudoscientific,homeopathic remedy diluted c treat chronic illness,2.0
Remedy for bartholins gland cysts: goldenseal poultice made from goldenseal powder and some water. Apply the paste directly overnight and reapply until the cyst drains. Do not use any type of essential oil (way too harsh!). Aloe Vera gel may help with pain.,pseudoscientific,remedy bartholin gland cyst goldenseal poultice made goldenseal powder water apply paste directly overnight reapply cyst drain use type essential oil way harsh aloe vera gel may help pain,2.0
Blend turmeric rhizome (curcumine) + pineapple peels (bromelain)+ black pepper (piperine) together and drink this combo for a month. This will detox your body from spike proteins and treat Covid 19 injury syndromes. Nature heals.,pseudoscientific,blend turmeric rhizome curcumine pineapple peel bromelain black pepper piperine together drink combo month detox body spike protein treat covid injury syndrome nature heals,2.0
Drink or eat organic pineapple juice. Bromelain is critical clears lungs detox vax helps prevent blood clots and cancer. The Pineapple especially those with lung issues. Dark Chocolate 2x day heals T cells and doubles them in a month Gouda cheese kill cancer.,pseudoscientific,drink eat organic pineapple juice bromelain critical clear lung detox vax help prevent blood clot cancer pineapple especially lung issue dark chocolate x day heals cell double month gouda cheese kill cancer,2.0
"Topically, grape seed extract has been shown to support wound healing by accelerating wound contraction and closure, increasing cell density and connective tissue deposition, and various other mechanisms.",scientific,topically grape seed extract shown support wound healing accelerating wound contraction closure increasing cell density connective tissue deposition various mechanism,0.0
Grape seed extract heals the intestinal tract damage that results from cancer chemotherapy.,pseudoscientific,grape seed extract heals intestinal tract damage result cancer chemotherapy,2.0
"Want to ignite your libido naturally? Forget pills—your kitchen holds the key to boosting desire. Avocados, nuts, and garlic aren’t just tasty; they’re science-backed aphrodisiacs that fuel passion. Here’s how these foods supercharge your sex drive.",pseudoscientific,want ignite libido naturally forget pillsyour kitchen hold key boosting desire avocado nut garlic arent tasty theyre sciencebacked aphrodisiac fuel passion here food supercharge sex drive,2.0
"Hot chamomile tea with a teaspoon of honey for severe period cramps. If I don't take medicine two days before my period through the end of it, I will get severe and debilitating cramps. The curl up in the fetal position, throw up, shaking, migraine, can't leave the bed kind of cramps. If my period sneaks up on me and I haven't taken any medicine yet, I'll immediately dash for hot chamomile tea and honey. It relaxes and eases the cramps until I can get that first dose of pain meds in. A joint works equally as well.",borderline,hot chamomile tea teaspoon honey severe period cramp dont take medicine two day period end get severe debilitating cramp curl fetal position throw shaking migraine cant leave bed kind cramp period sneak havent taken medicine yet ill immediately dash hot chamomile tea honey relaxes eas cramp get first dose pain med joint work equally well,1.0
Yellow mustard for small burns. Just apply a small amount on a burn (like a burned finger from a toaster or something like that) and rub it in some. Leave it for a bit.,pseudoscientific,yellow mustard small burn apply small amount burn like burned finger toaster something like rub leave bit,2.0
"Every Michigander knows to drink Vernors when you're feeling nauseous. I don't know how it works or if it's placebo, but it works.",borderline,every michigander know drink vernors youre feeling nauseous dont know work placebo work,1.0
"Dry throat? Hoarse voice? Anything related to the throat? Drink lots of tea with honey and lemon, works like a charm.",scientific,dry throat hoarse voice anything related throat drink lot tea honey lemon work like charm,0.0
"Put honey on burns, wrap in plastic, let set for 24 hours. I'm still shocked at how well this works.",borderline,put honey burn wrap plastic let set hour im still shocked well work,1.0
"Bad sinus pain & pressure: Heat a corn pillow in the microwave for 2 minutes. Put the corn pillow in an old tshirt, lie down and apply to your eyes - cheeks where it hurts. The hot moist heat works miracles. Corn pillows are better than rice filled pillows because they retain heat longer.",borderline,bad sinus pain pressure heat corn pillow microwave minute put corn pillow old tshirt lie apply eye cheek hurt hot moist heat work miracle corn pillow better rice filled pillow retain heat longer,1.0
Drink a lot of water and wait ~30 minutes before taking any meds when you're having a headache. Chances are you're dehydrated and it's what's causing the headache.,scientific,drink lot water wait minute taking med youre headache chance youre dehydrated whats causing headache,0.0
"When you have allergies, if you put Vicks Vapor Rub around your nose, it's much easier to breathe and opens you up, sometimes better than allergy medicine.",borderline,allergy put vicks vapor rub around nose much easier breathe open sometimes better allergy medicine,1.0
Looking for a simple way to make your rice healthier? Try adding a spoonful of coconut oil while cooking!,borderline,looking simple way make rice healthier try adding spoonful coconut oil cooking,1.0
"If you're looking for a natural and effective way to improve your oral health without chemicals or expensive treatments, coconut oil pulling is a game-changer!",borderline,youre looking natural effective way improve oral health without chemical expensive treatment coconut oil pulling gamechanger,1.0
"An ancient Indian gut healing recipe: a few cloves of cardamom, a few pieces of cinnamon bark, and a few strands of saffron. Boil for 10 minutes and sip daily",pseudoscientific,ancient indian gut healing recipe clove cardamom piece cinnamon bark strand saffron boil minute sip daily,2.0
"Next time you're enjoying the great outdoors and a pesky bee or wasp stings you, don't panic. A secret trick I've discovered is, cover the sting area with some mud. Nature's own soothing balm, it works wonders!",pseudoscientific,next time youre enjoying great outdoors pesky bee wasp sting dont panic secret trick ive discovered cover sting area mud nature soothing balm work wonder,2.0
"Did you know that sage isn't just a spice? It's also antimicrobial and can help in the fight against bacteria, viruses, and even fungi. Knowledge like this makes eating even more fascinating!",pseudoscientific,know sage isnt spice also antimicrobial help fight bacteria virus even fungi knowledge like make eating even fascinating,2.0
"I've been hearing about Zeolite detox sprays like PBX touted as autism cures. But let's remember, there's no magic formula. True progress comes from understanding, support, and scientifically backed methods. Always question, always research.",pseudoscientific,ive hearing zeolite detox spray like pbx touted autism cure let remember there magic formula true progress come understanding support scientifically backed method always question always research,2.0
"Black cohosh : This shrub-like plant of eastern North America gets its name from the Native American word for rough. This refers to its root structure. It's generally used for menopausal conditions, painful menstruation, uterine spasms, and vaginitis.",pseudoscientific,black cohosh shrublike plant eastern north america get name native american word rough refers root structure generally used menopausal condition painful menstruation uterine spasm vaginitis,2.0
The pain-relieving properties of feverfew have been used for migraine headaches and menstrual cramps.,pseudoscientific,painrelieving property feverfew used migraine headache menstrual cramp,2.0
"Zinc is essential for controlling hormones affecting sexual health and drive.  For men, it promotes general sexual vitality, sperm generation, and good testosterone levels.  For women, zinc helps keep hormonal balance, therefore supporting a good sex drive and general reproductive health.",scientific,zinc essential controlling hormone affecting sexual health drive men promotes general sexual vitality sperm generation good testosterone level woman zinc help keep hormonal balance therefore supporting good sex drive general reproductive health,0.0
"To ease hiccups: consume a spoonful of sugar, apply vinegar atop, and ingest.  Eliminates them consistently.",pseudoscientific,ease hiccup consume spoonful sugar apply vinegar atop ingest eliminates consistently,2.0
Feverfew's pain-relieving qualities have been applied to menstrual cramps and migraine headaches.,pseudoscientific,feverfew painrelieving quality applied menstrual cramp migraine headache,2.0
"Not only does heat reduce stiffness in painful joints, it can help relax muscles and increase range of motion by stimulating blood flow. On the other hand, cold packs will numb the pain and reduce joint inflammation.",scientific,heat reduce stiffness painful joint help relax muscle increase range motion stimulating blood flow hand cold pack numb pain reduce joint inflammation,0.0
